Indicator,S.No.,Parameters,Type,_Tamil Nadu,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur,Tiruchirappalli,Tirunelveli,Tirupur,Tiruvanamalai,Toothukudi,Vellore,Viluppuram,Virudhunagar
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,268246,2168,1104.0,72902,402.0,17079.0,1333,353.0,4442.0,335,2892.0,6128.0,54140.0,761.0,6244.0,145,1423.0,28514,3496.0,4025.0,1909.0,2259,0,5915.0,398,5662.0,7255,6248.0,10155.0,2113.0,3163,11677,3606
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,195065,1828,0.0,35794,362.0,13979.0,1364,433.0,3814.0,461,2469.0,5223.0,37414.0,716.0,5108.0,69,1392.0,24208,3537.0,4447.0,1414.0,1936,0,6007.0,304,4886.0,6091,5756.0,8923.0,1966.0,2699,9249,3216
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,146443,2088,283.0,30586,78.0,10796.0,778,165.0,4187.0,287,2596.0,5761.0,5864.0,597.0,4130.0,82,1079.0,23239,1616.0,459.0,1510.0,2093,0,5095.0,278,5171.0,6357,6047.0,10042.0,1628.0,3158,7707,2686
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,110637,1751,0.0,11864,49.0,9356.0,585,242.0,3679.0,404,2244.0,4869.0,4767.0,571.0,3352.0,32,1032.0,19994,1481.0,385.0,1041.0,1763,0,5251.0,218,4486.0,5145,5608.0,8836.0,1668.0,2666,4925,2373
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,115651,2004,358.0,9957,63.0,5574.0,947,155.0,3369.0,274,1618.0,5745.0,5407.0,396.0,5015.0,144,1237.0,23097,1949.0,1352.0,1740.0,1346,0,4304.0,215,4954.0,6254,5659.0,8445.0,1316.0,3026,6125,3606
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,98082,1716,0.0,8379,52.0,3972.0,782,224.0,2941.0,387,1373.0,4795.0,4400.0,328.0,4317.0,56,1233.0,19620,1870.0,1095.0,1263.0,1110,0,3981.0,166,4197.0,5085,5248.0,7390.0,1436.0,2544,4906,3216
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,86616,241,944.0,4181,2606.0,766.0,2710,683.0,4781.0,618,1406.0,2062.0,25448.0,2448.0,2295.0,280,524.0,1774,2336.0,1330.0,1933.0,1716,1650,1756.0,1037,1972.0,8683,1583.0,1057.0,1392.0,1001,4195,1208
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,43562,75,85.0,705,1793.0,127.0,3087,294.0,2220.0,353,509.0,368.0,20307.0,1528.0,949.0,83,503.0,709,1648.0,367.0,338.0,654,667,348.0,190,572.0,1101,1058.0,204.0,391.0,190,1447,692
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,8160351,91546,345248.0,225861,327397.0,119687.0,265284,273483.0,386267.0,335411,117193.0,223786.0,235909.0,292469.0,202945.0,59662,96921.0,235027,203875.0,605855.0,227589.0,282138,125547,366134.0,163033,304634.0,270684,258044.0,364641.0,255644.0,374200,341639,182598
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,10269084,131787,194299.0,355751,368526.0,152894.0,358356,404868.0,426754.0,430425,167638.0,245369.0,301517.0,347277.0,304403.0,120640,125117.0,330696,242482.0,716955.0,356549.0,355666,209446,394839.0,248833,356933.0,392267,378106.0,387122.0,304150.0,477461,413937,268021
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,54307,665,1249.0,901,276.0,96.0,654,4169.0,806.0,363,4406.0,752.0,433.0,606.0,701.0,331,1287.0,229,18278.0,188.0,1126.0,219,445,1892.0,248,8435.0,1895,346.0,61.0,406.0,639,873,1332
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,356475,1025,140964.0,1100,2445.0,206.0,5114,16174.0,52010.0,9523,7600.0,1134.0,1082.0,811.0,2427.0,420,692.0,13330,12181.0,23826.0,2793.0,517,538,1532.0,1811,35075.0,10483,893.0,1769.0,5022.0,246,1121,2611
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,630058,6849,60769.0,3089,24933.0,8956.0,22069,27573.0,61932.0,30797,27165.0,1354.0,22637.0,15895.0,12689.0,788,1856.0,32092,25166.0,7858.0,16880.0,5942,16570,5288.0,26103,53346.0,9155,10550.0,17117.0,13528.0,29786,22788,8538
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,204761,4144,3464.0,1132,6271.0,1573.0,12581,6460.0,14574.0,6145,5734.0,4216.0,12025.0,5956.0,8748.0,1847,812.0,1436,700.0,3370.0,1630.0,3898,5013,12580.0,1796,19009.0,8792,7815.0,13032.0,3997.0,11834,10071,4106
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,1802368,12494,63823.0,35052,68050.0,31700.0,59568,60881.0,94216.0,41181,40485.0,44889.0,50825.0,45203.0,42468.0,8212,25775.0,47836,34978.0,94737.0,42714.0,47820,20137,85482.0,47284,56239.0,78259,63860.0,86653.0,54955.0,118748,129977,67867
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,2663217,51013,63953.0,51543,69094.0,15816.0,125023,84129.0,116533.0,76611,71386.0,82635.0,67119.0,69217.0,128114.0,6774,34363.0,117130,66895.0,85174.0,58648.0,92995,85065,86676.0,63912,99143.0,202298,78617.0,74646.0,59617.0,119740,202146,57192
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,119771,37,11167.0,5,2560.0,2499.0,379,638.0,2738.0,5135,28203.0,1021.0,6683.0,60.0,105.0,383,27.0,2769,70.0,5742.0,4075.0,6118,17,241.0,2666,7816.0,8936,84.0,1400.0,2818.0,13958,1259,162
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,203502965,3797155,12892618.0,6822348,9218953.0,5382474.0,6694483,5338760.0,8469691.0,3491748,3327587.0,4686618.0,8735604.0,5714641.0,4747644.0,1402213,1876258.0,7191924,3456481.0,7677032.0,4431226.0,6689774,3961679,7062196.0,4090841,7452357.0,8146222,5448288.0,10235700.0,4314438.0,12540436,13014826,5190750
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,26189595,291699,218911.0,647746,790617.0,625086.0,881651,953385.0,888363.0,1025723,556115.0,548382.0,944043.0,742646.0,1049276.0,282298,283821.0,838144,656549.0,1321532.0,833248.0,1067363,769876,1040862.0,537857,961483.0,1495831,782736.0,844476.0,952820.0,1172615,1049275,1135166
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,577989,11433,86448.0,7473,16570.0,12692.0,13673,11625.0,36403.0,19030,5187.0,17047.0,9216.0,19182.0,14645.0,3271,7545.0,8857,9675.0,9256.0,14475.0,9401,4795,14027.0,26599,18762.0,50157,11154.0,28983.0,12256.0,23888,30095,14169
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,3584233,41473,1635522.0,23819,88362.0,32658.0,50687,71798.0,138604.0,26935,31719.0,39502.0,33193.0,78300.0,50312.0,16911,23454.0,49095,42392.0,37069.0,90510.0,56433,21311,53482.0,127471,58208.0,193521,46862.0,106329.0,52207.0,79104,138537,48453
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,514291,9456,83861.0,6795,13031.0,9879.0,11698,10339.0,24185.0,15796,5200.0,15844.0,10003.0,16531.0,9240.0,2997,6518.0,8091,9123.0,7313.0,11782.0,8079,4112,13466.0,21718,20580.0,51947,9785.0,25229.0,10618.0,21376,27157,12542
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,3114884,53642,315119.0,42891,113189.0,53462.0,83745,91676.0,206561.0,44867,51695.0,78520.0,74149.0,89398.0,75466.0,23667,34744.0,73829,63511.0,75827.0,127049.0,77415,35693,78244.0,144693,81756.0,215276,65496.0,130014.0,70005.0,143675,204207,95403
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,28025,214,821.0,459,78.0,895.0,576,6048.0,214.0,50,148.0,2153.0,492.0,436.0,1524.0,300,463.0,319,1966.0,798.0,550.0,396,66,465.0,330,2912.0,2438,304.0,287.0,1124.0,0,168,1031
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,6149,1,3147.0,0,44.0,0.0,19,0.0,0.0,36,63.0,0.0,3.0,2.0,24.0,0,0.0,7,17.0,0.0,1.0,2324,0,55.0,0,308.0,1,0.0,4.0,11.0,27,33,22
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,3810,54,1671.0,15,156.0,3.0,13,72.0,91.0,56,34.0,18.0,26.0,63.0,57.0,5,37.0,5,80.0,5.0,89.0,16,1,410.0,17,33.0,363,23.0,14.0,42.0,19,302,20
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,25238,84,3627.0,320,1146.0,323.0,214,34.0,185.0,544,688.0,327.0,494.0,1109.0,346.0,211,127.0,174,739.0,153.0,292.0,1115,35,1466.0,312,395.0,590,128.0,3148.0,1002.0,19,5674,217
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,90000,543,2313.0,799,3427.0,516.0,2337,2627.0,2153.0,1861,1775.0,1780.0,1189.0,2331.0,2449.0,944,2066.0,1980,6238.0,2721.0,1859.0,4074,901,6956.0,12928,1584.0,6514,878.0,1910.0,2833.0,1947,5229,2338
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,12351,151,4180.0,75,137.0,50.0,350,297.0,44.0,22,141.0,107.0,111.0,215.0,283.0,38,48.0,17,274.0,172.0,241.0,180,75,137.0,238,235.0,1253,225.0,77.0,395.0,518,1522,543
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,194825,2021,7753.0,6409,4741.0,3314.0,10697,3200.0,5623.0,2525,5628.0,12006.0,4398.0,1159.0,9009.0,1458,4136.0,4967,10736.0,4367.0,7955.0,6137,2462,14466.0,3116,3236.0,8679,5773.0,9373.0,6556.0,1084,16570,5271
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,104664,1687,2099.0,1830,5018.0,1563.0,2184,1543.0,3722.0,373,2204.0,3669.0,3742.0,6490.0,3782.0,292,2124.0,4432,2284.0,1778.0,3189.0,4419,2280,5655.0,3466,2009.0,7476,1254.0,6046.0,2330.0,2066,9777,3881
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,9572,8,6554.0,45,3.0,0.0,67,55.0,3.0,5,7.0,13.0,30.0,2.0,19.0,10,50.0,7,20.0,13.0,33.0,1339,3,60.0,5,66.0,916,3.0,6.0,13.0,48,123,46
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,5381483,77343,52365.0,153459,356057.0,114051.0,50976,55974.0,440960.0,21439,119527.0,123950.0,90477.0,140118.0,166226.0,44142,22845.0,156749,127345.0,91993.0,128401.0,199223,55088,304143.0,69250,291266.0,127353,152757.0,350778.0,101937.0,566447,512001,116843
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,657363,17008,16774.0,9901,35752.0,9969.0,26904,14555.0,47828.0,4874,8724.0,12737.0,11912.0,22602.0,16360.0,5228,9834.0,18069,9714.0,16593.0,17861.0,25184,9633,18605.0,19204,33864.0,31768,22245.0,40938.0,9279.0,52950,40591,19903
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,9661,948,2424.0,19,222.0,47.0,213,192.0,145.0,30,91.0,91.0,294.0,246.0,190.0,42,94.0,185,124.0,20.0,189.0,397,57,244.0,944,541.0,247,74.0,307.0,134.0,293,418,199
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,192837,3632,1187.0,3262,8649.0,1884.0,8161,6310.0,5421.0,1132,966.0,9053.0,4834.0,6524.0,5311.0,2308,3778.0,2014,6632.0,4411.0,6149.0,4267,3074,6950.0,5171,14635.0,12286,7651.0,11639.0,6263.0,12530,7370,9383
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,22028,225,227.0,202,2382.0,489.0,677,673.0,1828.0,170,390.0,660.0,573.0,610.0,616.0,79,155.0,692,363.0,563.0,742.0,602,367,593.0,598,845.0,751,733.0,281.0,365.0,2100,1637,840
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,23850,125,1816.0,237,775.0,173.0,490,1407.0,555.0,276,244.0,403.0,664.0,594.0,1080.0,284,108.0,426,722.0,499.0,1455.0,1098,229,1302.0,937,655.0,2709,864.0,471.0,435.0,690,1233,894
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,14407,58,1541.0,196,645.0,84.0,1218,864.0,423.0,170,490.0,222.0,199.0,471.0,605.0,239,43.0,162,835.0,160.0,883.0,232,97,472.0,614,415.0,529,459.0,169.0,172.0,799,482,459
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,7585,32,40.0,116,247.0,45.0,238,734.0,227.0,15,245.0,263.0,21.0,324.0,163.0,8,6.0,35,143.0,72.0,246.0,15,24,61.0,213,87.0,2489,65.0,104.0,106.0,26,932,243
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,586590,5032,85162.0,18084,14515.0,9708.0,9461,5466.0,21209.0,11530,4208.0,9255.0,27744.0,8426.0,6930.0,2158,5056.0,6763,7959.0,20093.0,12969.0,13230,8543,9210.0,9726,149851.0,17520,8923.0,13197.0,14661.0,24008,14243,11750
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,83906,2127,7322.0,1880,5048.0,848.0,3094,579.0,6349.0,1094,135.0,143.0,2250.0,2588.0,724.0,929,2075.0,148,4692.0,2850.0,2464.0,3122,1719,4813.0,2820,1318.0,5934,4335.0,832.0,242.0,4357,1755,5320
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,39579,1320,14542.0,936,803.0,449.0,1650,1270.0,747.0,1144,81.0,944.0,474.0,543.0,1010.0,2209,1094.0,89,2141.0,425.0,664.0,725,178,594.0,177,629.0,701,749.0,19.0,1356.0,555,792,569
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,1897186,21142,148875.0,91203,69417.0,35970.0,58908,24902.0,91589.0,98576,29750.0,30788.0,51622.0,67400.0,41699.0,27866,19059.0,35780,21779.0,48637.0,41372.0,44619,41009,42507.0,53609,183963.0,30164,63158.0,48822.0,59537.0,137838,108490,27136
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,226,0,,32,0.0,1.0,0,3.0,9.0,4,0.0,4.0,8.0,0.0,7.0,0,0.0,15,16.0,1.0,1.0,0,0,6.0,0,0.0,0,84.0,1.0,0.0,0,13,21
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,211129,1967,34778.0,3925,10030.0,980.0,5703,7171.0,10053.0,6675,3449.0,6480.0,3146.0,4198.0,3881.0,1742,2590.0,1043,3340.0,4226.0,4748.0,7165,1466,3661.0,3823,6650.0,16302,7707.0,2914.0,2383.0,14224,11089,13620
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,197903,1620,35786.0,3631,9748.0,810.0,5845,5933.0,10018.0,6193,3536.0,6478.0,2187.0,3056.0,3985.0,1860,2267.0,914,3222.0,4442.0,3350.0,10156,1222,3927.0,3774,6297.0,10335,7657.0,3217.0,2161.0,12548,11245,10483
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,15079,73,2318.0,196,574.0,35.0,392,368.0,929.0,44,170.0,277.0,56.0,320.0,156.0,151,171.0,44,460.0,67.0,608.0,265,129,233.0,532,1366.0,362,532.0,685.0,660.0,1853,604,449
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,10205,36,2318.0,85,234.0,44.0,324,222.0,604.0,41,96.0,142.0,40.0,182.0,84.0,96,67.0,16,290.0,29.0,295.0,170,50,111.0,329,1135.0,392,266.0,343.0,367.0,1154,376,267
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,15295431,142182,2658625.0,651390,533979.0,317591.0,345005,235382.0,534047.0,349393,222287.0,304412.0,944170.0,334408.0,286881.0,94516,163973.0,361644,261201.0,688895.0,372979.0,641976,452289,280329.0,256669,504163.0,237050,357429.0,444730.0,465944.0,805251,678712,367929
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,21788,568,0.0,280,814.0,560.0,724,322.0,688.0,803,235.0,484.0,877.0,383.0,511.0,247,0.0,619,916.0,668.0,1049.0,420,572,388.0,382,850.0,893,480.0,526.0,1443.0,1887,892,2307
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,39252,463,6659.0,1556,606.0,1726.0,784,663.0,1612.0,605,309.0,950.0,2395.0,762.0,551.0,266,386.0,855,571.0,1700.0,741.0,1580,972,614.0,1011,1633.0,1598,496.0,967.0,1262.0,2363,1678,918
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,32534,368,5751.0,1516,530.0,1534.0,740,521.0,1318.0,513,280.0,652.0,1990.0,675.0,432.0,205,254.0,625,483.0,1453.0,666.0,1259,780,464.0,817,1309.0,1267,416.0,710.0,1068.0,1797,1331,810
M14 [Patient Services],14.12.3,Outborn  Male,TOTAL,15117,307,1684.0,605,238.0,791.0,342,247.0,460.0,229,155.0,564.0,1140.0,165.0,320.0,96,129.0,403,189.0,837.0,175.0,662,337,416.0,256,730.0,482,129.0,611.0,255.0,1104,759,300
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,11577,190,1302.0,441,166.0,566.0,305,208.0,352.0,177,103.0,453.0,872.0,142.0,268.0,111,94.0,328,125.0,638.0,155.0,485,216,339.0,167,583.0,358,116.0,455.0,206.0,845,581,230
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,2083,73,0.0,2,246.0,39.0,169,91.0,155.0,30,44.0,38.0,12.0,39.0,22.0,63,48.0,26,73.0,53.0,54.0,110,40,93.0,82,3.0,64,0.0,75.0,39.0,59,68,173
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,5349,17,787.0,235,27.0,301.0,28,66.0,157.0,48,29.0,91.0,809.0,15.0,37.0,10,37.0,68,56.0,355.0,32.0,425,167,19.0,88,291.0,231,20.0,109.0,116.0,415,218,45
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,494,0,41.0,0,0.0,281.0,0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0,131.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,38.0,0.0,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,353,0,31.0,10,0.0,216.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,68.0,0,0.0,0.0,0.0,0,1,0.0,0,0.0,0,0.0,27.0,0.0,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,16024,1011,0.0,538,146.0,219.0,580,539.0,436.0,559,178.0,638.0,762.0,514.0,726.0,155,339.0,632,447.0,913.0,535.0,613,338,407.0,193,582.0,901,616.0,179.0,528.0,637,754,409
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,315410,4238,0.0,13461,11004.0,8558.0,12260,12468.0,13461.0,9302,3357.0,9659.0,12680.0,8891.0,4819.0,5004,2878.0,9171,9380.0,15878.0,11114.0,9759,6030,11944.0,6413,11344.0,12058,9168.0,15600.0,6100.0,18842,21068,9501
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,19,0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,19.0,0.0,0,0,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,79944,1188,8119.0,2436,4175.0,110.0,4401,4211.0,2382.0,1156,168.0,3609.0,1441.0,1217.0,2783.0,1171,2310.0,1004,3329.0,1493.0,1549.0,3079,840,2903.0,302,1301.0,912,4291.0,1446.0,10283.0,1069,1730,3536
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,15200,0,,799,109.0,507.0,476,755.0,394.0,150,564.0,0.0,753.0,384.0,693.0,897,374.0,586,652.0,664.0,612.0,654,577,581.0,602,374.0,467,183.0,574.0,679.0,132,583,425
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,118402835,2013341,15239230.0,4490220,3799492.0,2715840.0,2728487,2463304.0,4442560.0,3107200,1797888.0,3066852.0,4779912.0,3190180.0,2743907.0,1086521,2062649.0,2482114,2089227.0,5818943.0,2903979.0,3889976,2222513,3103060.0,3244701,2606844.0,4024122,2474685.0,4237774.0,2908131.0,7958007,6355150,2356026
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,10183774,145288,1259497.0,215855,329633.0,170013.0,313244,236719.0,440138.0,271310,199564.0,263882.0,288142.0,331196.0,245485.0,104067,136938.0,264717,222078.0,381474.0,276947.0,346011,140624,289995.0,227458,434516.0,337179,272407.0,381301.0,233498.0,615617,516021,292960
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,290904,14369,21259.0,3110,6735.0,4298.0,8529,5738.0,11474.0,5351,10276.0,3498.0,2937.0,5268.0,6478.0,623,1302.0,3663,14543.0,5872.0,21899.0,7469,1482,5717.0,5576,9692.0,25668,8159.0,4778.0,4689.0,21079,31997,7376
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,1384794,24001,108079.0,43517,45006.0,22439.0,45597,37576.0,43561.0,36411,30734.0,31996.0,45696.0,28437.0,45310.0,19233,21145.0,35142,34865.0,60668.0,37294.0,42156,27925,46403.0,30537,67561.0,57126,40738.0,55777.0,38310.0,72197,67167,42190
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,3345,55,85.0,66,151.0,81.0,145,140.0,74.0,37,89.0,330.0,152.0,31.0,138.0,28,39.0,50,49.0,169.0,79.0,81,89,61.0,91,159.0,132,91.0,52.0,84.0,229,163,125
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1105748,21910,63136.0,27175,31825.0,21816.0,40226,28623.0,25976.0,39550,28021.0,27135.0,32766.0,22833.0,38233.0,18716,18041.0,35465,31403.0,48690.0,36351.0,35750,21864,37757.0,24347,55568.0,43910,26759.0,47824.0,38371.0,54198,49904,31605
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,2375,39,74.0,56,111.0,40.0,107,118.0,41.0,22,62.0,161.0,90.0,14.0,135.0,15,39.0,51,28.0,125.0,96.0,44,48,52.0,24,104.0,128,95.0,73.0,50.0,175,98,60
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,850588,9289,99643.0,23866,26047.0,22105.0,19654,17638.0,30843.0,26194,13611.0,25985.0,32925.0,18371.0,16960.0,6002,8030.0,18858,17922.0,41686.0,25831.0,35092,15054,26970.0,13540,39564.0,37450,18983.0,33406.0,21752.0,44918,41496,20903
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,978,42,44.0,27,17.0,22.0,36,36.0,14.0,6,13.0,31.0,37.0,8.0,29.0,1,31.0,24,12.0,35.0,7.0,148,16,11.0,72,73.0,45,19.0,46.0,15.0,25,15,21
