Indicator,S.No.,Parameters,Type,_Tamil Nadu,Ariyalur,Chennai,Coimbatore,Cuddalore,Dharmapuri,Dindigul,Erode,Kancheepuram,Kanniyakumari,Karur,Krishnagiri,Madurai,Nagapattinam,Namakkal,Nilgiris,Perambalur,Pudukkottai,Ramanathapuram,Salem,Sivaganga,Thanjavur,Theni,Thiruvallur,Thiruvarur,Tiruchirappalli,Tirunelveli,Tirupur,Tiruvanamalai,Toothukudi,Vellore,Viluppuram,Virudhunagar
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.3,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,TOTAL,5642531,64291,120616.0,102717,169533.0,171262.0,208130,159870.0,209234.0,108811,94747.0,214658.0,214020.0,130010.0,132716.0,51349,73662.0,176674,118308.0,290849.0,184987.0,183179,77361,209348.0,112959,211471.0,308810,148479.0,279329.0,173774.0,311784,424837,204756
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.1.a,Number of Male children identified with Disease,TOTAL,205515,2852,8053.0,1488,6247.0,7096.0,9893,1638.0,10469.0,9998,1922.0,8189.0,8722.0,9221.0,5845.0,2195,1031.0,5186,9672.0,5756.0,1973.0,5695,2668,6536.0,6250,7180.0,14291,5212.0,7799.0,6693.0,6586,17778,1381
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.1.b,Number of Female children identified with Disease,TOTAL,193453,2480,8528.0,1491,5009.0,6877.0,8740,1808.0,9279.0,10849,1724.0,8152.0,7892.0,7704.0,5614.0,1911,985.0,5118,8957.0,5270.0,1901.0,5631,2550,6184.0,6162,6497.0,13835,4860.0,6869.0,6691.0,6093,16816,976
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.2.a,Number of Male children identified with Deficiency,TOTAL,26451,167,1592.0,175,632.0,1090.0,1851,343.0,606.0,649,766.0,549.0,756.0,260.0,429.0,492,247.0,562,2228.0,487.0,281.0,1511,131,685.0,1080,1790.0,1009,204.0,1084.0,578.0,496,3147,574
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.2.b,Number of Female children identified with Deficiency,TOTAL,31945,298,2402.0,361,1011.0,1498.0,1796,471.0,700.0,608,816.0,448.0,981.0,246.0,862.0,448,226.0,702,2131.0,731.0,373.0,2085,218,774.0,1282,2005.0,1591,394.0,1303.0,459.0,556,3100,1069
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.3.a,Number of Male children identified with Developmental delay,TOTAL,63697,513,5424.0,387,1846.0,1244.0,3926,829.0,1005.0,6181,1570.0,2117.0,2135.0,689.0,863.0,1063,870.0,1127,2688.0,1224.0,965.0,844,948,1804.0,684,2878.0,4080,1005.0,2022.0,5353.0,2272,3755,1386
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.4.3.b,Number of Female children identified with Developmental delay,TOTAL,64377,440,5652.0,386,2092.0,1405.0,3467,861.0,1069.0,6051,1442.0,1909.0,2050.0,574.0,871.0,1169,720.0,1262,2724.0,999.0,737.0,1158,1000,1595.0,619,2575.0,5625,908.0,1750.0,5645.0,2513,3965,1144
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.5.1,Number of Children Managed by Intervention - Medical,TOTAL,271801,5444,2905.0,296,7040.0,6270.0,8245,4754.0,9578.0,5549,1844.0,18032.0,7803.0,18537.0,8073.0,3486,1326.0,7773,21795.0,7446.0,4207.0,5031,2616,9369.0,738,6296.0,14576,10734.0,12804.0,10620.0,11209,34653,2752
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.5.2,Number of Children Managed by Intervention - Surgical,TOTAL,14290,68,688.0,0,23.0,197.0,333,329.0,905.0,200,18.0,70.0,4513.0,48.0,146.0,2,79.0,79,2067.0,246.0,0.0,83,72,388.0,28,117.0,212,120.0,334.0,105.0,1351,1442,27
M21 [Rashtriya Bal Swasthaya Karyakram (RBSK)],21.5.3,Early intervention at DEIC ( District Early Intervention Centre),TOTAL,51634,149,4199.0,1893,127.0,29.0,5519,247.0,830.0,282,3467.0,2162.0,360.0,82.0,2899.0,5433,1108.0,178,817.0,457.0,3909.0,3022,1068,999.0,170,5577.0,1190,34.0,893.0,483.0,1359,1530,1162
M22 [Adolscent Health],22.1.1.a,Girls (6th -12th class) provided 4 IFA tablets in schools,TOTAL,20515095,166645,46010.0,704592,790659.0,364260.0,777624,432170.0,909825.0,586435,669320.0,633802.0,2103612.0,376251.0,454257.0,217568,139445.0,776796,323244.0,1988235.0,511299.0,100240,470533,631126.0,352424,614549.0,1095328,631992.0,598689.0,541174.0,854238,1049816,602937
M22 [Adolscent Health],22.1.1.b,Boys (6th -12th class) provided 4 IFA tablets in schools,TOTAL,18317579,146730,44060.0,586929,682363.0,545178.0,765186,396141.0,826352.0,475635,693073.0,576815.0,873762.0,349784.0,436097.0,208897,130476.0,664496,309397.0,780738.0,464849.0,895800,441567,526694.0,1002645,565907.0,969469,564778.0,563411.0,525674.0,768492,951062,585122
M22 [Adolscent Health],22.1.2.a,Girls (6th -12th class) provided albendazole in schools,TOTAL,4469599,33329,194410.0,162640,123742.0,160987.0,385746,127743.0,231365.0,60321,32974.0,66930.0,249928.0,0.0,51660.0,17204,19233.0,107591,95703.0,108169.0,51715.0,131171,64125,78718.0,1430000,0.0,75533,68145.0,62837.0,45601.0,85766,0,146313
M22 [Adolscent Health],22.1.2.b,Boys (6th -12th class) provided albendazole in schools,TOTAL,4121552,29346,194960.0,167015,105881.0,0.0,383364,125354.0,215010.0,55210,29472.0,63416.0,249219.0,0.0,50428.0,20334,18071.0,86060,88276.0,111108.0,45693.0,123925,67360,66421.0,1432000,0.0,63675,60069.0,59123.0,44738.0,77159,0,88865
M22 [Adolscent Health],22.1.3,Number of out of school adolscent girls (10-19 years) provided 4 IFA tablets at Anganwadi Centres,TOTAL,5324304,9820,34140.0,144660,183127.0,527907.0,286422,62358.0,405858.0,217408,206871.0,246645.0,274689.0,59286.0,143275.0,2763,7997.0,169045,18143.0,45701.0,0.0,30816,130363,366261.0,74012,420096.0,67890,390074.0,38843.0,44054.0,249831,326886,139063
M22 [Adolscent Health],22.1.4,Number of out of school adolscent girls (10-19 years) provided albendazole at Anganwadi Centres,TOTAL,736025,1964,53278.0,24110,29532.0,0.0,60334,44013.0,242954.0,13395,3178.0,0.0,32662.0,0.0,,1570,815.0,14544,5323.0,13762.0,990.0,31816,4508,45261.0,0,0.0,28765,45057.0,3894.0,4020.0,27759,0,2521
M22 [Adolscent Health],22.2.1,Number of adolescent girls provided sanitary napkin packs,TOTAL,11816410,346888,0.0,124633,141173.0,274004.0,729896,42649.0,779265.0,153733,381746.0,340866.0,979443.0,492414.0,243234.0,87223,92717.0,586663,581654.0,635878.0,1148544.0,372011,505245,160398.0,79474,171370.0,306100,236533.0,587556.0,311287.0,286935,190779,446099
M22 [Adolscent Health],22.2.2,Number of sanitary napkin packs sold to adolescent girls,TOTAL,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,,,0,0.0,0,,0.0,0.0,0,0,,0,0.0,0,0.0,,,0,0,0
M22 [Adolscent Health],22.2.3,Number of sanitary napkin packs distributed free to ASHA,TOTAL,1074169,0,0.0,0,0.0,611587.0,0,1189.0,987.0,0,0.0,4690.0,0.0,0.0,,260319,0.0,0,,0.0,0.0,0,0,,0,0.0,307,195090.0,,,0,0,0
M22 [Adolscent Health],22.2.4,Number of adolescent girls attended monthly meeting,TOTAL,3080590,4676,0.0,1976,7220.0,531696.0,38791,528191.0,409587.0,43430,4454.0,32417.0,271839.0,15.0,,30529,2216.0,75281,92.0,87963.0,177.0,262,0,275509.0,146,171370.0,42154,,195816.0,,286935,0,37848
M23 [Coverage under WIFS JUNIOR (Weekly Iron Folic Acid Supplementation Programme for children 6 - 1,23.1,Number of children covered under WIFS JUNIOR (6 - 10 years ) provided 4-5 IFA tablets in schools,TOTAL,8201310,102277,0.0,1647330,197678.0,623358.0,576600,53267.0,193770.0,23548,73590.0,0.0,0.0,69985.0,,399471,49118.0,67737,78298.0,127888.0,163503.0,86100,1036334,,272300,78142.0,358353,118499.0,362573.0,60748.0,1141457,197387,41999
M23 [Coverage under WIFS JUNIOR (Weekly Iron Folic Acid Supplementation Programme for children 6 - 1,23.2,Number of children (6 - 10 years) provided albendazole in schools,TOTAL,3228924,42077,0.0,0,207275.0,399906.0,561122,0.0,91390.0,0,69800.0,0.0,292249.0,0.0,,74494,44937.0,0,,292360.0,66095.0,0,94839,,1185,0.0,0,,0.0,89851.0,162925,634097,104322
M23 [Coverage under WIFS JUNIOR (Weekly Iron Folic Acid Supplementation Programme for children 6 - 1,23.3,Number of out of school children (6-10 years) given 4-5 IFA tablets at Anganwadi Centres,TOTAL,1434800,0,0.0,638880,728.0,156414.0,184512,1662.0,7006.0,22785,,5097.0,0.0,300.0,,11051,157.0,17,597.0,0.0,14591.0,29228,0,,2340,36095.0,13179,947.0,0.0,6.0,170669,138539,0
M23 [Coverage under WIFS JUNIOR (Weekly Iron Folic Acid Supplementation Programme for children 6 - 1,23.4,Number of out of school children (6-10 years) provided albendazole at Anganwadi Centres,TOTAL,426424,0,2080.0,63888,79755.0,0.0,165099,0.0,6766.0,0,,0.0,41442.0,0.0,,4860,0.0,0,,19751.0,4563.0,0,2694,,3105,0.0,0,,0.0,,27759,0,4662
M24 [Maternal Death Reviews (MDR) Done],24.1,Total Maternal Deaths Reviewed (MDR) by CMO,TOTAL,448,10,44.0,25,21.0,9.0,11,9.0,16.0,3,5.0,16.0,20.0,7.0,9.0,3,5.0,10,10.0,26.0,7.0,18,6,4.0,11,17.0,18,26.0,14.0,10.0,14,30,14
M24 [Maternal Death Reviews (MDR) Done],24.2,Total Maternal Deaths Reviewed (MDR) by DM,TOTAL,225,3,40.0,13,5.0,8.0,4,7.0,12.0,1,2.0,7.0,3.0,1.0,9.0,0,4.0,2,9.0,17.0,4.0,0,0,3.0,0,0.0,14,2.0,4.0,14.0,14,18,5
M24 [Maternal Death Reviews (MDR) Done],24.3,Number of maternal deaths reported through Community based Maternal Death Review (CBMDR),TOTAL,448,10,44.0,25,21.0,9.0,8,9.0,14.0,3,6.0,18.0,20.0,6.0,9.0,3,5.0,10,10.0,26.0,7.0,18,6,7.0,11,17.0,18,26.0,14.0,10.0,14,30,14
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.1,Number of Pregnant Women provided - Free Medicines under JSSK,TOTAL,478154,4340,46000.0,12899,14241.0,12582.0,11345,8855.0,26023.0,6731,4846.0,14605.0,19874.0,11692.0,7221.0,3172,4647.0,9696,8478.0,18946.0,10077.0,19855,11000,21127.0,8358,16413.0,14259,13567.0,29709.0,10477.0,29709,35503,11907
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.2,Number of Pregnant Women provided - Free Diet under JSSK,TOTAL,478154,4340,46000.0,12899,14241.0,12582.0,11345,8855.0,26023.0,6731,4846.0,14605.0,19874.0,11692.0,7221.0,3172,4647.0,9696,8478.0,18946.0,10077.0,19855,11000,21127.0,8358,16413.0,14259,13567.0,29709.0,10477.0,29709,35503,11907
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.3,Number of Pregnant Women provided - Free Diagnostics under JSSK,TOTAL,484094,4340,46000.0,12899,14241.0,12582.0,11345,8855.0,26023.0,6731,4846.0,14605.0,19874.0,17632.0,7221.0,3172,4647.0,9696,8478.0,18946.0,10077.0,19855,11000,21127.0,8358,16413.0,14259,13567.0,29709.0,10477.0,29709,35503,11907
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.4,Number of Pregnant Women provided - Free Home to facility transport under JSSK,TOTAL,116462,2102,932.0,3186,8530.0,1936.0,3534,2274.0,4902.0,206,1025.0,3252.0,1488.0,2333.0,1460.0,1348,955.0,6680,8268.0,2751.0,7638.0,3626,1539,8659.0,1609,3474.0,1211,1271.0,4183.0,2293.0,7593,14177,2027
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.5,Number of Pregnant Women provided - Interfacility transfers when needed under JSSK,TOTAL,139303,3038,5584.0,4745,4582.0,4154.0,3773,3666.0,7543.0,1742,1485.0,5300.0,5473.0,3111.0,2464.0,1958,1238.0,3407,2385.0,6388.0,2507.0,3114,3458,7739.0,2205,5495.0,5034,3623.0,7486.0,3507.0,11513,8114,3472
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.1.6,Number of Pregnant Women provided - Free Drop Back home under JSSK,TOTAL,360321,6172,38352.0,16403,19354.0,13700.0,12994,4166.0,8549.0,6501,5237.0,7824.0,22502.0,3709.0,7378.0,1164,4254.0,12423,8906.0,21301.0,4015.0,14852,9822,7964.0,8500,16572.0,6857,8564.0,9928.0,9631.0,18385,18563,5779
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.2.1,Number of sick infants provided - Free Medicines under JSSK,TOTAL,123984,1896,18297.0,4398,3069.0,5547.0,2863,1961.0,4487.0,2327,1082.0,4181.0,7322.0,2096.0,2088.0,953,863.0,2830,2284.0,5296.0,2784.0,4406,2877,2259.0,2633,5105.0,4607,1605.0,3691.0,4234.0,6731,5217,3995
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.2.2,Number of sick infants provided - Free Diagnostics under JSSK,TOTAL,123984,1896,18297.0,4398,3069.0,5547.0,2863,1961.0,4487.0,2327,1082.0,4181.0,7322.0,2096.0,2088.0,953,863.0,2830,2284.0,5296.0,2784.0,4406,2877,2259.0,2633,5105.0,4607,1605.0,3691.0,4234.0,6731,5217,3995
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.2.3,Number of sick infants provided - Free Home to facility transport under JSSK,TOTAL,6224,0,0.0,108,76.0,1290.0,2680,112.0,0.0,39,0.0,0.0,225.0,154.0,71.0,2,218.0,67,161.0,0.0,39.0,558,139,18.0,0,0.0,174,75.0,0.0,0.0,0,18,0
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.2.4,Number of sick infants provided - Interfacility transfers when needed under JSSK,TOTAL,17180,266,2080.0,369,443.0,726.0,586,408.0,748.0,225,169.0,647.0,652.0,317.0,389.0,325,180.0,329,379.0,465.0,432.0,293,457,541.0,338,646.0,531,500.0,601.0,451.0,1232,996,459
M25 [Janani Shishu Suraksha Karyakram (JSSK)],25.2.5,Number of sick infants provided - Free Drop Back home under JSSK,TOTAL,3584,0,0.0,108,96.0,632.0,78,112.0,0.0,105,64.0,0.0,225.0,5.0,3.0,0,518.0,0,161.0,88.0,39.0,558,139,70.0,0,0.0,20,75.0,102.0,0.0,24,64,298
